Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Daily_meals_frequency,Carbs,Proteins,Fats,Calories,sugar_g,sodium_mg,cholesterol_mg,Burns_Calories_per_30_min,Difficulty_Level,lean_mass_kg
21.87,Female,51.48,1.59,196.85,138.88,65.8,23.87337465634841,1.81,3.04,2.0,20.36,2.99,200.58,80.89,53.76,1518.0,36.77,1841.28,16.19,330.84,Advanced,39.18998672691183
21.89,Female,86.17,1.9,185.68,128.39,57.96,20.788691249808814,3.47,5.01,3.01,23.87,2.98,250.08,99.66,67.29,2585.0,7.05,1336.2,93.55,341.21,Intermediate,68.25638475003974
51.67,Female,71.23,1.69,165.14,134.37,65.02,27.84921251238444,2.2,3.0,1.01,24.94,3.03,208.61,83.21,55.12,2054.0,40.31,1006.52,158.42,339.07,Beginner,51.39300592742857
43.06,Female,42.2,1.64,162.12,148.14,59.05,18.01735633581575,2.31,3.0,2.0,15.69,2.99,254.26,103.44,68.49,1382.0,43.77,2158.88,16.83,340.29,Intermediate,34.59667562628576
37.05,Female,88.74,1.95,188.77,135.66,65.85,23.35744657714877,3.51,4.99,3.0,23.34,2.01,217.84,85.9,57.21,2342.0,46.49,109.8,288.06,358.71,Intermediate,68.01260190743817
39.24,Male,56.39,1.6,184.22,150.5,69.0,24.3660648346042,1.99,2.02,1.0,22.03,1.99,207.11,83.1,55.66,1540.0,14.6,1826.54,227.71,330.84,Intermediate,42.64997603976669
59.24,Male,54.94,1.75,168.23,134.74,68.85,21.85296020957889,2.8,4.01,2.02,17.94,3.97,270.51,108.32,72.47,1515.0,34.98,448.77,148.15,193.87,Intermediate,42.93398366085736
56.78,Male,61.2,1.52,195.92,156.8,66.08,26.06901776042975,1.79,2.98,1.98,26.49,1.99,233.4,94.01,62.82,1761.0,17.51,1611.99,197.05,336.84,Beginner,45.24576113061699
37.75,Female,122.88,1.62,161.05,164.95,65.01,35.0,2.3,4.01,2.0,46.82,2.0,233.09,92.09,62.16,3430.0,39.65,1827.76,190.76,381.71,Advanced,79.872
40.18,Male,56.08,1.79,198.08,153.44,56.77,17.63307525282155,2.69,5.0,2.98,17.5,3.01,221.0,88.65,58.51,1869.0,28.65,226.82,253.22,334.03,Beginner,46.19137139821768
55.04,Male,128.21,1.68,178.22,164.93,52.1,35.0,2.6,4.03,1.98,45.43,2.99,218.37,88.48,58.76,3335.0,28.17,945.7,159.32,358.07,Intermediate,83.33650000000002
55.09,Male,43.06,1.69,185.99,140.14,56.08,21.80791998945923,2.41,2.01,1.01,15.08,2.99,229.55,91.86,61.35,1215.0,25.39,2506.96,88.62,362.19,Intermediate,33.669509652538856
39.86,Female,76.58,1.92,179.32,136.93,67.76,23.885237177531003,3.69,4.02,2.01,20.77,2.99,279.92,111.82,74.62,2005.0,25.21,1695.11,287.38,370.96,Beginner,58.28868536944675
28.24,Male,79.6,1.59,181.04,130.26,53.98,29.465162263730782,1.49,3.0,1.98,31.49,2.0,210.49,83.51,56.06,2199.0,18.05,131.71,180.85,359.55,Beginner,56.14573083807029
41.39,Female,74.71,1.61,159.93,136.41,51.1,27.25037328014479,3.49,4.01,2.02,28.82,2.98,258.31,102.46,68.76,2059.0,37.61,1314.63,250.48,367.13,Intermediate,54.35124612240382
31.25,Female,86.69,1.76,171.93,151.18,66.16,28.05504419514793,3.33,3.0,2.02,27.99,1.99,280.36,111.99,75.05,2177.0,19.46,1502.91,226.86,359.83,Intermediate,62.36908218722626
59.06,Female,50.41,1.95,187.91,167.17,54.95,16.576657204659732,3.41,3.0,1.0,13.26,3.01,205.5,81.86,55.18,1331.0,49.3,2404.25,110.8,331.76,Advanced,42.05370710313103
48.55,Male,57.38,1.89,191.9,135.23,61.85,20.725021376881767,3.5,1.99,1.0,16.06,3.0,308.61,124.15,82.97,1688.0,41.22,131.98,171.98,348.67,Advanced,45.487982733945245
18.0,Male,73.07,1.55,171.64,125.6,56.07,28.956865591100826,2.01,3.01,1.0,30.41,2.0,187.45,76.25,50.49,2008.0,6.23,639.26,291.67,368.44,Advanced,51.91121831258263
50.09,Female,70.2,1.72,198.27,135.07,66.17,28.918589504870216,2.0,3.99,2.03,23.73,2.01,247.24,99.13,65.73,1812.0,45.21,269.56,153.05,364.65,Beginner,49.89915016758111
23.32,Male,83.87,1.99,179.09,130.06,71.01,24.4608876106277,3.5,4.01,3.01,21.18,2.99,178.38,70.47,46.8,2237.0,7.78,2225.56,223.07,347.07,Intermediate,63.35465356096655
27.93,Male,81.57,1.66,173.67,152.93,50.11,31.037367952613145,3.5,4.02,2.03,29.6,3.0,240.51,95.56,64.0,2286.0,10.34,802.37,18.63,339.65,Beginner,56.25281896105346
34.81,Female,85.51,1.85,185.25,135.38,54.76,26.9538795671842,3.52,4.97,2.98,24.98,3.01,164.6,65.59,43.96,2489.0,24.94,1031.12,69.28,356.19,Advanced,62.4617375821008
52.35,Male,66.79,1.52,188.14,138.62,53.23,31.14931811379437,2.31,3.99,1.99,28.91,2.99,240.8,96.24,63.92,1967.0,34.19,309.85,153.4,338.18,Beginner,45.985370431796746
25.23,Female,75.74,1.96,179.96,120.12,58.88,22.326242849037133,2.32,2.99,1.0,19.72,1.99,241.92,95.82,64.66,2225.0,45.87,365.43,67.11,333.46,Intermediate,58.83010366613927
44.15,Male,81.43,1.79,167.02,155.01,70.09,24.588566315250333,3.49,4.99,3.02,25.41,4.0,375.46,150.25,100.22,2358.0,22.18,1705.79,181.89,345.64,Advanced,61.40753044949167
58.38,Male,50.44,1.95,188.13,167.31,54.88,18.626745217119023,3.39,3.0,1.02,13.26,2.99,205.69,81.97,54.56,1487.0,49.54,2438.73,111.07,329.71,Advanced,41.04466971248516
18.81,Male,111.51,1.91,161.27,148.95,54.18,32.65738079830654,2.88,2.0,1.0,30.57,2.0,150.82,60.18,40.45,2808.0,45.87,378.1,81.89,364.33,Beginner,75.09375467180838
50.97,Male,102.86,1.77,192.98,130.71,58.8,32.133366692124575,3.4,2.01,1.0,32.83,3.99,313.01,125.57,83.29,2721.0,8.6,1110.04,87.99,337.54,Intermediate,69.80761902048066
40.31,Male,106.03,1.65,161.69,161.75,73.88,35.0,3.59,3.99,2.0,38.95,2.99,245.41,97.09,65.12,3031.0,44.29,1426.62,176.5,353.76,Intermediate,68.9195
40.2,Male,69.85,1.55,170.95,163.15,73.81,27.835036897982143,1.51,2.99,1.0,29.07,4.01,280.45,111.39,75.19,1996.0,38.12,1918.56,143.47,353.68,Advanced,50.40722672675947
31.86,Female,70.19,1.62,176.97,122.07,58.04,25.40654202608866,1.81,2.03,1.02,26.75,2.0,200.85,80.24,53.13,1897.0,13.6,1854.14,258.54,365.57,Intermediate,52.35714815188837
47.82,Male,94.37,1.7,189.07,139.87,64.08,27.49543071639551,3.5,3.02,1.99,32.65,3.0,284.19,113.57,75.32,2671.0,22.62,1727.56,109.22,346.95,Beginner,68.42256203293756
29.92,Male,79.3,1.62,181.32,166.22,65.99,28.563678678713494,2.49,4.03,2.0,30.22,1.99,217.73,86.4,58.06,2263.0,31.46,1780.3,146.97,346.94,Intermediate,56.64900280778019
22.58,Female,65.6,1.62,192.48,155.7,58.84,26.77393296560732,2.49,3.01,2.01,25.0,1.98,209.02,83.04,55.15,1616.0,38.73,1513.36,134.6,362.29,Intermediate,48.0362999745616
52.43,Female,66.47,1.52,188.21,139.31,53.02,32.603372904968474,2.31,4.01,2.0,28.77,3.0,239.59,96.22,64.02,1944.0,34.44,302.56,149.57,338.19,Intermediate,44.798538030067455
18.16,Female,62.9,1.63,161.6,120.48,72.92,25.30864543734911,2.19,3.02,1.0,23.67,3.02,215.07,85.47,57.64,1818.0,43.23,2058.77,0.8,358.22,Beginner,46.98086201990741
34.96,Female,50.28,1.6,195.06,156.26,58.78,23.46281216059392,1.89,3.98,2.02,19.64,2.01,179.72,72.65,47.58,1669.0,18.65,2179.63,61.97,333.11,Advanced,38.48289804565338
43.08,Female,57.46,1.79,174.94,165.77,61.86,19.786849702124737,2.69,3.99,3.02,17.93,2.01,257.31,103.45,69.25,1498.0,12.31,1828.87,102.37,343.26,Advanced,46.09047616115912
35.11,Female,126.87,1.62,187.13,128.36,69.08,35.0,3.41,3.99,2.01,48.34,4.0,296.63,118.86,79.2,3260.0,18.29,2314.45,63.46,362.09,Advanced,82.4655
41.93,Female,63.71,1.98,172.06,128.05,69.08,18.27379000429488,3.0,1.98,1.0,16.25,1.99,215.86,86.65,57.91,1563.0,38.63,1225.54,105.08,349.76,Intermediate,52.06776838826374
31.76,Male,85.29,1.6,176.16,144.93,59.77,30.98774090695183,3.49,5.02,3.01,33.32,2.99,199.95,79.16,53.4,2114.0,46.26,1241.4,90.48,342.52,Beginner,58.86055578046079
23.74,Female,72.96,1.76,175.02,126.89,67.93,24.78935156278405,1.53,3.01,1.01,23.55,2.0,217.71,86.9,58.25,1863.0,18.75,1726.47,11.57,370.62,Advanced,54.87368909979276
26.88,Male,76.8,1.7,195.97,149.71,56.15,29.33686098611956,2.09,3.01,1.0,26.57,2.99,424.85,168.45,112.35,2034.0,36.53,1218.95,155.77,352.31,Intermediate,54.26929076266018
58.01,Male,65.1,1.63,166.78,121.08,53.03,23.386227467850343,1.99,2.98,1.99,24.5,3.0,244.3,98.53,64.8,1727.0,22.17,1747.7,15.29,333.06,Advanced,49.87556591842942
44.42,Male,85.65,1.97,196.5,166.72,49.68,23.808988486177583,3.47,5.02,2.97,22.07,1.98,307.16,122.79,81.31,2501.0,16.27,346.25,58.04,349.34,Advanced,65.2576013615889
42.71,Male,64.12,1.66,190.97,132.07,68.97,26.91672836467015,2.68,3.99,2.98,23.27,1.99,334.8,133.63,89.01,1925.0,39.2,230.59,38.97,340.36,Advanced,46.8609937725735
22.74,Female,70.79,1.72,163.82,168.81,74.01,25.143811813064524,1.52,2.0,1.0,23.93,2.98,283.19,113.69,75.34,1744.0,22.79,510.51,245.56,342.01,Beginner,52.99069561753162
28.28,Female,127.87,1.86,172.7,158.28,70.97,35.0,3.29,3.98,1.99,36.96,3.01,167.62,69.1,45.22,3294.0,22.54,388.98,107.22,364.19,Intermediate,83.11550000000001
34.31,Male,101.58,1.71,185.26,134.8,72.11,35.0,3.19,2.01,1.01,34.74,3.0,232.47,93.17,62.08,2672.0,18.38,1720.67,231.03,352.08,Advanced,66.027
37.97,Female,85.45,1.8,168.22,149.19,67.86,29.18459868438748,3.49,4.0,3.0,26.37,2.99,212.95,85.04,56.84,2389.0,0.82,2157.3,263.18,355.42,Intermediate,60.5117604241909
31.53,Female,42.23,1.6,162.92,162.76,70.04,20.10095536858084,1.89,2.99,2.01,16.5,2.99,191.28,76.73,51.07,1328.0,24.49,1428.34,151.57,345.94,Beginner,33.74136654784831
44.19,Male,78.2,1.79,198.31,165.19,52.89,26.065291331473404,2.21,3.02,1.0,24.41,2.01,212.21,84.33,56.43,2021.0,28.88,1716.55,140.2,360.6,Advanced,57.8169421787878
30.99,Male,70.43,1.98,198.92,128.93,61.21,20.72803678944468,2.49,1.98,1.0,17.97,3.99,243.25,97.29,64.78,1858.0,24.79,2072.24,256.11,355.11,Intermediate,55.83124368919412
39.21,Male,64.36,1.69,189.99,147.98,57.82,22.866652568575503,1.9,4.01,2.0,22.53,2.97,308.9,124.25,82.56,1974.0,46.92,1049.73,89.06,250.19,Beginner,49.6430224068648
28.46,Male,62.43,1.6,177.46,128.97,62.15,23.80362528101889,1.72,3.01,2.0,24.39,2.02,238.88,95.14,63.66,1631.0,42.41,1871.24,201.18,354.87,Beginner,47.569396737059904
28.02,Female,121.8,1.94,185.09,126.86,51.88,33.24316654496498,2.61,3.99,1.99,32.36,4.01,321.17,127.92,85.38,3296.0,33.62,504.55,52.28,249.97,Advanced,81.30982314823265
34.95,Male,64.39,1.59,199.29,145.13,65.81,25.12026968656969,2.7,5.03,3.0,25.47,3.0,278.87,111.43,74.49,1676.0,12.64,1496.43,162.45,334.62,Advanced,48.21505834881778
39.94,Female,73.03,1.94,177.14,162.03,69.07,22.086957597794097,2.39,2.02,1.01,19.4,1.98,198.63,79.21,52.64,1963.0,41.22,2074.63,3.65,334.36,Beginner,56.89989486633097
39.67,Female,63.8,1.61,162.91,159.09,58.97,24.91313528300513,1.58,3.01,2.01,24.61,1.99,282.14,112.91,75.41,1692.0,14.15,2349.6,289.61,352.16,Intermediate,47.90541968944272
24.8,Female,76.2,1.96,180.03,119.96,59.04,25.71325234412834,2.26,2.99,1.0,19.84,2.0,242.13,96.37,64.89,2264.0,45.86,353.68,69.47,332.37,Intermediate,56.606501713774215
50.67,Male,89.05,1.62,162.78,133.09,72.27,34.25266077802136,3.51,3.99,3.02,33.93,4.03,280.12,111.63,74.44,2468.0,33.66,1406.79,54.33,354.5,Advanced,58.54800557717198
24.03,Male,62.64,1.79,179.95,135.16,58.95,18.45243381646304,2.3,4.01,2.01,19.55,3.0,304.29,123.21,81.4,1927.0,26.63,1088.92,134.02,357.54,Advanced,51.08139545736755
33.84,Female,112.61,1.85,162.08,134.1,66.28,31.600262413021884,3.59,4.04,2.01,32.9,2.0,282.93,112.52,75.44,2926.0,48.54,1494.92,211.06,350.18,Beginner,77.02494449669605
42.03,Female,85.2,1.81,188.61,151.66,65.09,27.718468292703584,3.5,5.0,3.02,26.01,2.98,280.96,112.06,74.76,2446.0,19.56,1292.74,47.41,358.25,Intermediate,61.58386501461654
23.23,Female,80.58,1.8,178.15,126.34,58.84,26.45912467847363,3.52,3.97,3.01,24.87,2.98,215.88,86.27,57.12,2450.0,18.06,148.0,63.09,364.96,Intermediate,59.25923733408595
36.31,Female,69.3,1.65,165.01,125.98,64.85,24.386008726673424,2.71,2.98,1.02,25.45,2.02,257.27,102.24,67.93,1912.0,9.97,88.56,38.13,342.59,Beginner,52.40049595241531
54.47,Male,43.82,1.65,170.77,129.07,60.93,21.025136776183604,1.72,4.02,1.99,16.1,4.0,418.78,167.76,112.32,1513.0,32.2,1581.06,17.29,329.07,Beginner,34.606785064676345
24.88,Female,59.16,1.56,169.96,155.74,66.21,28.310223918998595,1.61,3.0,2.0,24.31,4.01,196.42,78.52,51.76,1572.0,46.79,1445.33,63.44,350.52,Beginner,42.411671529520426
21.94,Female,45.52,1.77,164.0,139.07,73.1,16.91466542104496,2.39,3.03,1.01,14.53,3.99,235.63,94.25,62.91,1433.0,43.47,1256.7,259.37,348.37,Intermediate,37.820444300340334
55.92,Female,85.06,1.63,183.93,141.33,51.86,31.956109751438905,2.9,4.03,2.0,32.01,2.99,261.96,105.89,70.01,2300.0,1.88,1482.0,74.57,363.26,Intermediate,57.87813304542608
59.3,Female,60.73,1.73,184.52,153.92,55.07,23.06972071270117,2.46,3.0,1.99,20.29,3.99,365.98,145.92,97.63,1604.0,6.92,2215.47,255.93,352.96,Intermediate,46.71975861117658
24.02,Male,73.13,1.76,174.98,127.11,68.29,23.826236572832546,1.52,2.98,1.03,23.61,1.98,216.43,87.08,58.46,1965.0,18.24,1737.87,10.11,371.49,Intermediate,55.70587319428756
44.98,Female,58.31,1.7,167.82,160.2,53.05,20.97032349085613,2.0,3.02,1.01,20.18,2.01,139.72,55.95,36.91,1657.0,8.74,873.72,234.12,337.85,Beginner,46.08220437248179
36.96,Female,53.02,1.71,184.07,155.71,49.82,22.222832476890066,1.71,4.0,1.99,18.13,2.99,246.96,98.56,65.83,1514.0,12.63,1823.09,228.85,348.93,Beginner,41.23745422075289
57.0,Female,46.14,1.76,164.95,130.21,59.88,18.927683841658475,1.69,3.01,1.99,14.9,3.01,196.33,78.09,51.94,1286.0,16.84,1653.58,11.76,359.58,Intermediate,37.40676667545878
36.08,Male,124.05,1.69,184.99,138.38,72.9,35.0,2.09,4.01,1.99,43.43,3.0,303.71,121.55,81.01,3141.0,37.02,1415.25,128.03,368.26,Beginner,80.63250000000001
37.87,Female,70.37,1.52,164.27,143.72,66.17,33.01721659908552,2.0,4.02,2.03,30.46,3.02,318.26,128.32,85.36,2006.0,28.65,1017.05,49.74,369.81,Intermediate,47.135784679223526
50.97,Male,64.05,1.8,190.83,130.4,71.93,25.08149612422721,2.7,4.0,2.02,19.77,2.01,202.06,80.69,53.08,1785.0,45.32,577.72,40.55,337.44,Advanced,47.98530173243247
49.88,Female,80.52,1.77,175.01,129.06,59.07,25.73048942003434,3.5,4.01,3.0,25.7,3.0,212.34,84.42,56.97,2296.0,46.22,1736.15,249.53,355.61,Beginner,59.801809918988354
32.25,Male,85.88,1.6,175.78,144.56,59.79,29.375985916428668,3.48,4.99,3.02,33.55,2.99,199.09,79.18,53.06,2400.0,46.91,1239.84,90.0,343.01,Intermediate,60.651903294971056
51.77,Female,81.91,1.72,165.96,136.76,52.98,29.175876976535804,2.69,4.01,1.99,27.69,3.02,220.36,89.02,59.05,2315.0,6.45,1195.65,244.56,342.01,Advanced,58.01203916851952
38.68,Male,59.31,1.83,169.61,153.17,59.1,18.562506487871296,2.31,4.0,1.99,17.71,2.02,219.95,87.69,58.21,1695.0,2.58,281.31,198.41,354.98,Advanced,48.30057740204354
30.96,Female,57.44,1.72,191.13,130.84,69.9,23.23043960955988,1.8,2.99,1.98,19.42,2.99,310.72,124.13,82.93,1658.0,42.8,929.41,227.67,367.49,Advanced,44.0964354882688
45.99,Male,59.4,1.68,164.81,147.35,62.18,22.54279129385392,2.5,3.97,1.99,21.05,2.0,249.1,100.09,66.17,1678.0,15.98,1320.57,52.44,351.05,Beginner,46.00958197145077
42.61,Male,73.27,1.81,162.43,166.41,50.13,19.00860448053996,2.11,2.98,1.0,22.37,2.98,307.39,122.09,81.79,2006.0,23.75,2005.5,66.76,362.67,Beginner,59.34239549710837
24.72,Male,57.79,1.56,169.84,156.0,65.94,24.06792201229765,1.61,2.99,2.01,23.75,4.0,196.26,78.47,52.28,1409.0,46.96,1469.56,69.18,350.41,Intermediate,43.88114786909319
24.03,Female,60.22,1.79,170.1,164.94,62.93,23.30160216495738,2.69,3.99,3.0,18.79,3.0,223.04,89.48,58.98,1509.0,3.37,451.41,119.44,347.71,Intermediate,46.18777517626266
30.23,Male,113.49,1.91,176.69,137.15,54.06,32.34218037505383,3.69,3.0,1.0,31.11,3.01,229.58,92.5,61.7,2929.0,41.65,788.25,259.36,366.21,Intermediate,76.7848594923514
42.11,Male,63.47,1.98,172.47,128.32,68.97,20.9934445723114,3.0,2.01,1.01,16.19,1.99,218.44,87.02,57.78,1675.0,39.27,1212.13,106.39,350.47,Advanced,50.14546072995395
20.87,Female,60.07,1.7,179.05,122.61,51.94,18.899249602970663,2.7,5.02,3.02,20.79,4.0,394.22,156.58,104.16,1634.0,38.05,2190.72,92.34,368.68,Beginner,48.71722076349552
33.09,Male,106.23,1.6,182.29,152.04,73.81,35.0,3.3,4.03,1.99,41.5,2.99,184.73,74.58,49.12,2801.0,24.96,1984.43,195.49,365.33,Beginner,69.04950000000001
57.94,Male,102.6,1.66,172.67,168.18,60.96,35.0,3.09,3.01,1.0,37.23,3.0,222.88,89.14,58.98,2665.0,29.72,132.09,14.81,344.74,Advanced,66.69
57.97,Female,46.08,1.67,186.97,128.41,70.14,16.97336788727472,1.79,3.99,2.01,16.52,2.0,413.64,165.57,110.41,1126.0,4.77,607.76,127.35,362.09,Advanced,38.25867207754381
22.16,Female,101.86,1.85,190.11,157.08,67.11,30.01849465277747,2.4,4.01,2.0,29.76,4.01,236.11,93.63,63.21,2866.0,20.5,502.22,211.92,365.61,Intermediate,71.28316134668087
44.04,Female,62.08,1.55,195.96,129.55,65.97,24.87627640202235,2.6,4.02,1.99,25.84,2.99,233.37,93.59,62.52,1610.0,11.01,2191.55,178.55,345.07,Intermediate,46.636807609624526
49.96,Female,96.25,1.72,188.26,125.07,61.97,31.856090797201112,2.68,3.01,2.03,32.53,2.99,300.79,120.85,80.3,2421.0,0.76,406.26,259.18,356.04,Intermediate,65.58851260769393
18.11,Female,92.43,1.74,195.03,167.64,50.17,28.8697494860245,3.09,1.99,1.0,30.53,3.02,282.37,112.06,75.54,2499.0,13.03,1620.58,284.88,347.53,Advanced,65.74569055006756
50.88,Male,77.1,1.58,171.23,168.22,68.02,27.200014776746144,2.0,2.01,1.0,30.88,2.98,208.81,83.15,55.32,2088.0,1.42,1461.8,165.96,340.6,Intermediate,56.12878860712872
21.77,Male,43.2,1.56,174.06,132.78,66.12,22.038532127581576,2.61,3.01,2.0,17.75,3.01,308.22,123.76,82.51,1155.0,10.18,1996.87,175.6,330.3,Advanced,33.67935412088476
46.81,Female,45.97,1.93,165.5,159.17,65.0,17.03573870493463,2.01,3.03,1.99,12.34,2.99,286.73,114.16,76.71,1265.0,0.4,709.84,96.63,356.2,Advanced,38.13867091734155
41.82,Male,49.21,1.5,173.03,130.8,63.13,22.41802034732552,1.51,3.0,1.99,21.87,3.01,267.47,106.9,70.88,1403.0,11.21,2367.77,155.92,363.86,Advanced,38.17809218708111
42.79,Female,73.63,1.88,176.1,142.5,62.81,20.901295953826736,3.31,2.99,1.0,20.83,1.99,333.26,132.54,88.41,2024.0,16.29,1538.15,19.54,364.48,Beginner,58.24037578919737
21.58,Male,77.79,1.7,176.93,138.0,66.03,27.57497577232701,2.1,3.96,2.0,26.92,2.01,193.49,77.26,51.63,2043.0,39.65,1502.7,5.24,332.51,Advanced,56.33942634670682
52.0,Female,58.67,1.55,165.97,152.45,68.1,24.556055472170147,2.71,3.99,2.96,24.42,3.02,296.38,118.7,79.01,1654.0,15.92,1611.19,21.14,353.16,Intermediate,44.26296225447778
44.04,Female,60.18,1.65,176.0,169.05,54.21,25.39993392423472,2.11,4.01,1.99,22.1,3.01,278.91,111.33,74.41,1811.0,39.46,2156.19,283.58,367.56,Intermediate,44.89431976439555
38.02,Female,81.79,1.71,186.53,148.14,57.97,27.11365930180685,3.48,5.0,2.99,27.97,1.99,205.59,81.18,54.2,2276.0,50.07,734.84,81.49,139.64,Intermediate,59.61373805705218
49.94,Male,66.58,1.57,191.92,131.63,73.17,31.38757468382397,1.6,1.99,1.01,27.01,1.98,250.1,99.69,67.27,1571.0,29.08,640.37,67.73,334.51,Beginner,45.68215277551
58.85,Female,54.29,1.75,168.13,134.68,68.67,18.5637819742094,2.81,3.96,1.98,17.73,4.0,268.94,107.65,72.69,1472.0,34.04,451.69,147.87,195.81,Intermediate,44.21172276620172
49.85,Male,87.05,1.6,181.92,122.16,67.36,31.044077701003545,3.1,1.99,1.0,34.0,2.02,383.06,152.38,102.29,2235.0,19.54,864.07,119.79,372.88,Intermediate,60.02613036127641
39.11,Male,127.62,1.82,180.34,160.82,69.84,34.35409107577161,3.0,3.03,2.03,38.53,3.02,253.3,100.91,67.24,3218.0,44.33,481.74,237.47,347.18,Beginner,83.77730896910028
53.79,Male,64.81,1.53,171.08,120.24,57.9,24.553761538198696,2.69,4.01,2.99,27.69,2.98,221.59,88.43,59.29,1833.0,28.95,1928.43,196.65,364.84,Beginner,48.89670714709343
51.21,Male,102.58,1.77,193.03,129.64,58.92,33.90836623931848,3.41,2.02,1.02,32.74,4.01,311.63,125.7,83.48,2487.0,8.44,1086.32,89.47,337.68,Intermediate,67.7967979117071
25.26,Male,76.4,1.96,179.71,119.96,58.78,24.52257382035596,2.29,2.98,1.01,19.89,2.02,242.4,96.68,65.08,2113.0,45.76,379.58,67.86,332.54,Advanced,57.66475360124805
37.89,Female,67.92,1.92,170.23,149.93,73.17,21.32973656111182,3.01,4.0,2.0,18.42,1.98,279.5,111.41,74.51,1887.0,5.08,1528.69,64.39,369.93,Beginner,53.43284292769285
54.3,Male,70.11,1.52,179.92,139.0,65.06,31.106492641494288,2.11,1.99,1.0,30.35,3.0,405.6,162.75,108.8,2060.0,41.42,95.3,121.47,345.59,Advanced,48.30123800904836
19.99,Female,123.82,1.82,193.76,144.86,63.34,35.0,3.2,3.0,2.01,37.38,3.02,279.03,112.07,74.64,3326.0,17.91,1821.83,55.41,366.43,Advanced,80.483
37.57,Female,80.93,1.71,186.82,147.56,58.16,32.619665559625865,3.51,4.99,3.03,27.68,2.02,205.68,81.61,54.88,2208.0,49.71,792.52,79.7,140.05,Advanced,54.53090466259479
25.84,Female,71.47,1.5,182.07,141.67,53.95,34.337984277930936,2.6,2.04,1.01,31.76,3.02,218.52,87.29,58.45,1918.0,4.89,2174.21,114.09,368.28,Advanced,46.92864263656276
53.0,Male,105.34,1.84,175.88,129.91,62.18,31.585416198002143,2.92,3.0,1.0,31.11,2.98,171.26,67.89,45.87,2921.0,15.6,2386.12,36.07,375.47,Advanced,72.06792257702455
54.15,Female,47.72,1.6,171.36,154.96,54.99,24.00148656617748,2.29,4.01,2.02,18.64,4.01,242.72,96.31,64.64,1348.0,23.2,943.86,276.45,337.22,Advanced,36.26649061062011
48.29,Female,87.88,1.76,182.76,155.46,67.06,31.40618723185323,3.53,5.04,3.02,28.37,3.01,349.89,139.05,92.72,2332.0,3.3,1060.08,284.86,366.22,Advanced,60.280242660647374
51.83,Female,63.0,1.62,168.25,149.8,55.12,26.9788078117336,2.32,4.0,2.02,24.01,3.98,194.6,77.27,52.56,1845.0,20.2,1291.48,51.46,360.82,Advanced,46.00335107860783
36.99,Female,73.0,1.76,192.16,121.0,51.92,22.523524947381663,1.91,3.01,2.01,23.57,2.01,210.26,84.57,55.67,1883.0,18.99,1899.59,202.35,332.6,Beginner,56.55782678841139
33.74,Female,68.66,1.5,192.03,131.86,60.96,29.287671104647053,2.09,4.0,2.02,30.52,2.01,271.67,107.37,72.45,1871.0,33.87,508.2,239.58,344.69,Intermediate,48.55108501954933
51.34,Female,54.11,1.53,166.66,134.81,68.8,24.827137619664548,1.98,4.0,2.01,23.12,2.99,238.4,94.52,62.88,1541.0,47.24,2038.28,220.17,330.54,Advanced,40.67603583399952
47.01,Male,43.43,1.62,179.37,132.26,63.92,22.3904969667255,2.29,2.99,1.01,16.55,4.01,347.48,139.51,92.71,1316.0,48.54,612.49,94.91,328.84,Beginner,33.70580716735111
35.09,Male,64.42,1.59,198.97,145.36,66.15,24.34098874283509,2.67,5.01,2.98,25.48,3.0,279.48,111.82,74.03,1659.0,11.93,1522.42,155.71,333.12,Beginner,48.73953505186564
26.84,Female,58.02,1.79,164.33,143.0,73.08,24.86519560130914,1.51,1.94,1.0,18.11,2.0,210.18,83.55,55.86,1884.0,15.47,608.11,199.21,355.6,Intermediate,43.59321351212044
48.92,Female,58.01,1.99,182.98,161.05,67.06,20.045293994672235,3.09,2.99,1.01,14.65,2.99,197.57,81.16,53.74,1638.0,30.89,1998.7,154.85,351.3,Intermediate,46.38172495369064
40.11,Female,81.37,1.74,166.12,133.08,58.07,27.735204083922373,2.69,2.03,1.01,26.88,2.0,241.2,96.35,64.14,1974.0,47.98,2208.51,142.67,365.75,Intermediate,58.80186443691237
43.12,Female,109.48,1.76,160.08,122.08,49.91,33.623639126552895,3.39,3.01,1.0,35.34,2.01,281.33,113.04,75.44,2957.0,20.69,1440.77,0.69,373.17,Beginner,72.66883988424989
20.22,Female,129.08,1.92,167.02,144.69,57.02,35.0,2.01,2.01,1.0,35.02,3.0,204.91,82.17,54.03,3479.0,4.83,1207.43,7.25,344.94,Advanced,83.90200000000002
44.76,Male,118.55,1.95,178.2,167.77,59.02,28.10889997038635,2.39,3.01,1.98,31.18,2.99,238.43,96.24,64.05,3206.0,32.44,2044.12,103.08,374.85,Beginner,85.22689908510698
49.98,Male,51.64,1.69,161.98,156.23,60.2,20.73183569702645,3.0,2.01,1.0,18.08,2.03,263.39,106.61,70.02,1339.0,16.77,236.11,138.51,356.25,Advanced,40.93408004605554
39.03,Male,107.26,1.88,162.27,159.89,59.11,33.32294764639022,3.6,2.01,1.0,30.35,3.01,214.79,85.97,57.39,2596.0,21.32,774.63,63.96,370.74,Beginner,71.51780635448186
