,Age,Gender,Weight_kg,Height_m,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Burns_Calories_per_30_min,Difficulty_Level,Workout,lean_mass_kg
18052,23.09,Male,67.22,1.62,28.87141735366282,1.78,2.01,1.0,25.61,337.65,Advanced,Dumbbell flyes,47.812633254867855
18053,56.69,Male,69.03,1.56,26.39458214974272,1.58,3.98,1.99,28.37,335.44,Beginner,Leg press,50.80981994203261
18054,49.17,Male,69.21,1.62,28.161135741606344,1.89,3.99,2.02,26.37,338.27,Intermediate,Hyperextensions,49.719677953234246
18055,24.95,Male,58.03,1.58,22.588283992445582,2.2,2.98,2.01,23.25,367.55,Beginner,Bicep Curls,44.92201879918383
18056,52.7,Female,51.23,1.7,20.430187894930697,3.5,3.02,2.0,17.73,315.0,Intermediate,Incline dumbbell press,40.763614741427
18057,43.17,Female,69.74,1.66,24.7501476126392,2.6,2.01,1.01,25.31,339.96,Intermediate,Pull-ups,52.47924705494542
18058,53.03,Female,69.0,1.7,21.86754697534599,2.41,4.03,1.99,23.88,362.61,Beginner,Incline dumbbell flyes,53.91139258701127
18059,57.34,Female,81.84,1.86,23.22177374097438,3.5,5.02,3.0,23.66,346.54,Advanced,Leg raises,62.83530037038657
18060,44.94,Male,79.17,1.95,22.57143679819193,2.79,3.01,2.03,20.82,351.38,Intermediate,Russian twists,61.30019348687144
18061,18.83,Male,72.69,1.94,23.40704912579561,3.21,2.98,1.99,19.31,340.13,Advanced,Leg curls,55.67541599045917
18062,51.04,Male,76.67,1.58,30.31968457672652,2.01,1.99,1.0,30.71,341.83,Intermediate,Pull-ups,53.42389783502378
18063,52.07,Female,79.79,1.59,32.13005891657461,1.5,3.03,2.01,31.56,355.41,Intermediate,Seated cable rows,54.15342599046512
18064,46.17,Female,88.58,1.63,35.0,3.52,2.0,1.02,33.34,366.46,Intermediate,Military press,57.577
18065,44.95,Female,71.69,1.68,31.13057794946452,1.61,2.99,1.0,25.4,361.25,Advanced,Hanging leg raises,49.372488668028886
18066,25.84,Female,55.8,1.68,20.74674824006894,2.89,3.02,1.03,19.77,338.45,Beginner,Wrist extension,44.22331448204153
18067,52.16,Male,105.36,1.63,35.0,3.19,2.99,1.0,39.66,347.9,Intermediate,Dumbbell curls,68.48400000000001
18068,26.23,Female,76.86,1.63,29.106458460154048,1.7,1.99,1.0,28.93,348.53,Intermediate,Overhead triceps extensions,54.4887760275256
18069,24.89,Female,58.16,1.58,28.288866003895087,2.2,2.96,2.0,23.3,365.96,Beginner,Seated cable rows,41.70719553213461
18070,50.42,Female,95.17,1.61,35.0,3.59,4.02,2.0,36.72,342.51,Intermediate,Standing calf raises,61.8605
18071,34.86,Female,102.13,1.94,28.24066157528609,2.42,1.99,1.01,27.14,349.03,Beginner,Standing calf raises,73.28781233316032
18072,40.92,Female,66.99,1.77,23.8500607139844,2.61,3.0,1.97,21.38,363.09,Advanced,Dumbbell front raises,51.01284432770185
18073,53.09,Female,73.9,1.55,33.08083008606257,2.1,4.02,2.01,30.76,365.3,Advanced,Leg curls,49.45326656639976
18074,38.2,Female,81.02,1.71,27.553300009529515,3.49,4.99,2.99,27.71,140.08,Advanced,Dumbbell flyes,58.69631633227919
18075,41.08,Male,78.66,1.72,26.78674759214571,3.09,3.99,2.0,26.59,358.52,Advanced,Decline cable crossovers,57.58954434401818
18076,52.16,Female,71.98,1.94,24.54919581423596,2.88,3.01,1.99,19.13,350.91,Advanced,Leg raises,54.30948885291296
18077,33.74,Female,69.23,1.53,29.71555813925316,2.11,2.01,1.01,29.57,333.96,Beginner,Dumbbell front raises,48.65791910019504
18078,32.02,Male,67.57,1.66,21.88150038689215,2.31,3.99,1.99,24.52,276.37,Intermediate,Leg press,52.78467018857697
18079,55.97,Male,94.0,1.66,32.20123413181485,2.22,2.03,1.0,34.11,353.02,Beginner,Barbell curls,63.73083991609404
18080,56.02,Male,83.1,1.87,26.35961232937392,3.5,4.99,3.01,23.76,347.79,Advanced,Cable crossovers,61.19516215429027
18081,38.76,Female,63.52,1.7,23.652342520496948,2.7,3.99,3.0,21.98,340.95,Advanced,Dumbbell curls,48.49603203098034
18082,45.1,Female,89.14,1.81,27.17440171218818,3.52,4.99,3.02,27.21,357.11,Advanced,Hanging leg raises,64.91673831375546
18083,58.76,Male,60.21,1.73,21.435893103839472,2.5,3.0,2.01,20.12,352.87,Advanced,Romanian deadlifts,47.30344876217825
18084,57.51,Female,43.49,1.75,18.29042622266048,1.7,2.02,1.0,14.2,348.32,Intermediate,Hanging leg raises,35.53549363576496
18085,48.22,Male,114.88,1.87,33.17650037384677,3.61,3.0,1.0,32.85,349.66,Intermediate,Bicep Curls,76.76683637052483
18086,52.27,Male,50.04,1.78,19.64219812626066,2.28,2.01,1.01,15.79,351.72,Advanced,Hanging leg raises,40.21104405761917
18087,37.76,Male,83.19,1.74,31.464487015639648,3.5,4.99,2.99,27.48,344.49,Intermediate,Pull-ups,57.01469325168938
18088,34.64,Female,100.86,1.63,35.0,3.1,1.97,1.01,37.96,364.02,Advanced,Decline cable crossovers,65.559
18089,21.23,Male,111.64,1.69,35.0,2.71,3.01,1.0,39.09,352.38,Advanced,Hammer curls,72.566
18090,31.84,Male,70.6,1.62,28.38430428178388,1.79,2.0,1.01,26.9,364.16,Beginner,Triceps pushdowns,50.56068117706058
18091,24.9,Female,57.19,1.58,27.27825910916002,2.21,2.99,2.0,22.91,365.87,Beginner,Bicep Curls,41.58956361547138
18092,21.84,Female,70.9,1.93,20.67175933493948,2.88,3.99,1.95,19.03,336.81,Intermediate,Barbell rows,56.24372263152792
18093,45.41,Male,58.34,1.72,22.57959301374096,3.1,4.05,1.99,19.72,335.32,Beginner,Cable crossovers,45.16706543578353
18094,25.24,Female,65.33,1.77,25.02110240719324,2.58,2.99,1.0,20.85,351.56,Intermediate,Hyperextensions,48.98371379738065
18095,50.65,Female,58.58,1.65,22.765067655281687,2.31,3.0,2.03,21.52,337.79,Advanced,Bicep Curls,45.24422336753599
18096,51.48,Female,65.28,1.52,30.351056685041392,2.31,3.99,1.96,28.25,338.72,Beginner,Crunches,45.466830196004985
18097,26.85,Male,76.42,1.7,26.86594457517224,2.09,3.0,1.0,26.44,351.61,Advanced,Plate pinch,55.88904515565338
18098,18.0,Male,114.74,1.97,28.49765078193717,2.61,2.97,1.0,29.57,363.1,Advanced,Barbell rows,82.04179549280528
18099,57.54,Female,61.5,1.52,28.99216566668218,2.6,2.98,1.0,26.62,366.38,Advanced,Preacher curls,43.66981811499046
18100,32.06,Female,86.38,1.6,32.10550229116795,3.49,5.03,3.0,33.74,342.89,Advanced,Incline dumbbell press,58.64726712088912
18101,42.21,Male,56.55,1.53,24.138909889658887,1.89,2.98,1.0,24.16,347.9,Intermediate,Bird dog,42.89944645739789
18102,43.18,Female,46.48,1.63,17.189594568330627,2.11,1.99,1.0,17.49,348.5,Advanced,Dumbbell flyes,38.490276444639925
18103,41.71,Male,71.67,1.69,26.67793581004308,2.3,3.0,2.0,25.09,338.89,Intermediate,Barbell hip thrusts,52.54992340494213
18104,52.03,Male,66.85,1.59,26.207391166352043,2.08,3.99,1.99,26.44,335.51,Advanced,Leg curls,49.33035900529365
18105,41.99,Female,49.6,1.5,23.46344530898196,1.51,2.99,2.03,22.04,365.01,Intermediate,Crunches,37.96213112674495
18106,36.88,Male,73.03,1.74,24.026223376251146,2.39,3.03,1.99,24.12,334.49,Intermediate,Decline cable crossovers,55.48364906832379
18107,41.37,Male,94.45,2.0,27.25465989571088,3.69,3.01,1.0,23.61,261.9,Advanced,Close-grip bench press,68.70797372850107
18108,45.04,Male,79.15,1.95,23.65133361595243,2.79,2.97,1.98,20.82,348.83,Intermediate,Chest flyes,60.42996944297366
18109,21.73,Male,62.96,1.54,28.14127419139822,2.41,4.05,1.98,26.55,368.79,Intermediate,Seated calf raises,45.24225376909568
18110,32.15,Female,58.54,1.66,21.83469154627079,1.8,1.99,1.01,21.24,367.51,Beginner,Plank,45.75797156881308
18111,52.85,Female,125.57,1.91,33.324914179790184,3.11,2.01,1.01,34.42,377.42,Beginner,Military press,83.72390526443748
18112,45.29,Male,57.5,1.55,27.89286388779083,2.72,5.0,3.02,23.93,326.99,Beginner,Leg press,41.46160326452027
18113,37.94,Female,86.13,1.8,28.688741741287856,3.5,4.01,2.97,26.58,354.71,Advanced,Barbell curls,61.42038673822877
18114,49.89,Male,64.92,1.79,21.2894359228863,2.38,3.99,2.0,20.26,337.52,Intermediate,Bent-over lateral raises,51.098898198862216
18115,51.9,Female,70.46,1.58,26.675981320215737,2.0,3.04,2.0,28.22,353.48,Intermediate,Bent-over rows,51.66410356177599
18116,24.75,Female,124.7,1.99,30.7697208378924,2.61,3.0,1.0,31.49,369.85,Intermediate,Fat grip dumbbell curl,86.33015811514818
18117,21.34,Male,88.33,1.6,32.60148110662195,3.51,4.0,2.99,34.5,334.31,Intermediate,Incline dumbbell press,59.53311173852082
18118,23.36,Male,80.85,1.8,24.1133351116308,3.5,4.0,3.0,24.95,364.31,Advanced,Russian twists,61.3543685622465
18119,26.02,Male,77.73,1.62,25.867852955372825,3.0,2.98,2.02,29.62,354.56,Advanced,Face pulls,57.6229178977887
18120,39.28,Male,57.66,1.93,16.430359644890295,3.71,4.01,2.0,15.48,333.87,Beginner,Seated calf raises,48.18625462875625
18121,40.15,Female,58.42,1.98,16.63170092035967,2.51,3.0,2.01,14.9,367.46,Advanced,Russian twists,48.70376032232589
18122,55.75,Female,82.67,1.87,25.331821606754573,3.49,5.0,2.99,23.64,346.4,Advanced,Bicycle crunches,61.72818307769599
18123,36.85,Female,73.72,1.69,26.543501063091373,1.6,1.97,1.02,25.81,359.19,Intermediate,Dumbbell curls,54.15213101628903
18124,18.21,Female,64.92,1.82,21.03114508448446,2.41,3.01,2.01,19.6,340.92,Advanced,Incline cable crossovers,51.26658061115269
18125,44.55,Female,53.01,1.88,16.66204320387169,2.87,3.99,1.99,15.0,329.75,Beginner,Bicycle crunches,44.177450897627615
18126,21.98,Female,102.89,1.84,30.21905968842126,2.7,3.01,2.02,30.39,343.89,Advanced,Pull-ups,71.79760948658335
18127,48.73,Female,68.59,1.52,29.7485315007572,1.78,3.99,2.01,29.69,347.53,Beginner,Bird dog,48.18548224363064
18128,19.0,Male,95.46,1.85,23.176597546716696,2.27,4.01,2.0,27.89,359.57,Intermediate,Plate pinch,73.33561998190424
18129,22.13,Male,62.72,1.84,17.27902180752037,2.27,3.0,1.0,18.53,355.16,Beginner,Plank,51.88259752232322
18130,21.89,Female,45.7,1.78,16.52930565576472,2.39,2.98,1.0,14.42,348.49,Advanced,Barbell hip thrusts,38.146107315315525
18131,22.97,Female,40.82,1.75,17.049293726917416,2.09,2.97,1.0,13.33,326.26,Advanced,Decline cable crossovers,33.86047830067231
18132,50.66,Female,115.0,1.67,35.0,2.49,2.99,1.99,41.23,356.03,Beginner,Barbell squats,74.75
18133,57.66,Female,108.27,1.91,29.29840031328423,2.21,2.99,2.01,29.68,356.2,Beginner,Leg press,76.54862198080716
18134,23.0,Male,81.92,1.85,29.123742191469404,3.49,4.0,3.0,23.94,352.82,Advanced,Bird dog,58.06183039674826
18135,31.79,Male,108.94,1.8,34.3030331044378,3.52,3.01,1.02,33.62,191.56,Advanced,Bicycle crunches,71.57027573602545
18136,43.17,Male,66.21,1.85,17.27238784257016,3.23,2.0,1.01,19.35,369.82,Beginner,Face pulls,54.773952009434296
18137,47.32,Male,88.66,1.6,35.0,3.5,4.98,3.0,34.63,344.61,Beginner,Fat grip dumbbell curl,57.629
18138,30.1,Female,62.91,1.92,21.66140815760137,3.61,1.98,1.0,17.07,359.82,Intermediate,Crunches,49.28280812805298
18139,35.82,Male,85.29,1.88,25.828777297731648,3.5,4.98,2.99,24.13,356.18,Advanced,Romanian deadlifts,63.26063584276468
18140,51.93,Male,86.06,1.8,27.90218160779749,3.51,4.98,2.98,26.56,360.75,Beginner,Wrist curl,62.04738250832948
18141,27.96,Male,72.35,1.67,29.31062348564091,2.21,3.01,2.01,25.94,366.07,Intermediate,Hammer curls,51.1437639081388
18142,28.63,Male,120.98,1.78,35.0,3.42,2.04,1.01,38.18,145.66,Advanced,Incline dumbbell flyes,78.637
18143,25.97,Female,76.03,1.79,25.01526467806457,2.69,3.01,1.99,23.73,338.79,Beginner,Military press,57.01089426526751
18144,30.87,Female,61.69,1.76,23.43253280471161,2.7,4.0,3.01,19.92,355.6,Intermediate,Leg curls,47.23447051277341
18145,50.28,Male,55.38,1.6,24.57153686507001,2.69,4.98,3.0,21.63,360.63,Advanced,Hanging leg raises,41.77228288412423
18146,41.1,Female,100.71,1.83,31.378477474283827,3.18,1.98,1.0,30.07,346.82,Intermediate,Bird dog,69.10873533564875
18147,59.04,Female,96.89,1.71,34.47495873430999,2.89,3.0,1.0,33.13,366.12,Beginner,Barbell squats,63.48721248232705
18148,55.04,Female,49.45,1.76,19.413837606107823,1.99,2.01,1.0,15.96,364.71,Intermediate,Wrist extension,39.849857303779686
18149,33.89,Female,66.11,1.62,30.19087621243824,2.18,2.01,1.02,25.19,347.62,Beginner,Leg curls,46.150811735957085
18150,35.6,Female,58.82,1.75,21.895098534270183,2.3,3.01,1.0,19.21,338.38,Intermediate,Barbell rows,45.94130304214228
18151,27.19,Male,108.22,1.8,34.08939215557629,2.51,4.0,1.98,33.4,372.85,Advanced,Barbell hip thrusts,71.32845980923534
18152,44.67,Female,51.15,1.87,17.284805076279213,3.4,3.97,2.0,14.63,353.82,Advanced,Wrist extension,42.30882220348318
18153,47.84,Male,69.63,1.6,31.259820574730902,1.99,3.98,1.99,27.2,333.43,Beginner,Bent-over rows,47.86378693381487
18154,38.93,Male,63.97,1.69,25.546244510649,1.91,3.98,2.0,22.4,248.76,Beginner,Hanging leg raises,47.62806738653784
18155,50.94,Female,47.92,1.77,18.75173287459565,3.51,1.99,1.0,15.3,334.68,Beginner,Barbell hip thrusts,38.93416960649377
18156,40.51,Male,100.75,1.83,31.85636513449305,3.19,1.99,1.01,30.08,347.15,Beginner,Bird dog,68.65471212699825
18157,42.08,Female,57.12,1.53,27.64287191938841,1.87,3.01,1.0,24.4,348.88,Beginner,Decline cable crossovers,41.330391559645335
18158,42.85,Male,70.68,1.66,28.11311898607416,2.6,1.99,1.0,25.65,339.55,Intermediate,Bent-over rows,50.80964750064279
18159,24.45,Male,61.94,1.65,27.588067812710893,2.19,3.0,1.0,22.75,364.22,Beginner,Decline dumbbell press,44.85195079680687
18160,44.59,Female,113.26,1.71,35.0,2.29,2.01,1.0,38.73,373.62,Intermediate,Leg curls,73.619
18161,42.02,Male,71.62,1.69,26.756097828596147,2.33,2.96,2.01,25.08,339.92,Beginner,Skull crushers,52.457282735159446
18162,57.72,Female,49.77,1.67,22.77123964857725,2.3,3.98,2.02,17.85,357.61,Intermediate,Barbell curls,38.43675402690311
18163,20.07,Female,75.35,1.73,24.665075166882936,2.1,4.01,1.97,25.18,332.19,Intermediate,Dumbbell curls,56.764865861753705
18164,28.25,Female,58.79,2.0,16.93268841092586,2.99,3.99,2.01,14.7,332.11,Intermediate,Dumbbell flyes,48.83527248321669
18165,40.17,Female,93.59,1.93,26.034844448151343,2.0,3.06,1.0,25.13,360.74,Intermediate,Concentration curls,69.22398908097516
18166,49.15,Female,89.44,2.0,24.54435174528349,3.48,3.98,3.0,22.36,369.47,Advanced,Wrist extension,67.48753179901844
18167,27.4,Female,103.93,1.68,35.0,3.52,2.99,2.01,36.82,350.41,Advanced,Dumbbell rows,67.5545
18168,55.9,Male,89.25,1.68,31.62437518462848,3.5,4.96,2.99,31.62,339.09,Advanced,Crunches,61.02524514771908
18169,44.78,Male,89.65,1.81,27.053852664279024,3.5,5.02,3.0,27.36,356.17,Beginner,Barbell squats,65.39622108647386
18170,50.28,Female,68.88,1.96,23.385780156663785,2.0,2.98,1.0,17.93,336.17,Advanced,Hanging leg raises,52.77187462808998
18171,46.38,Male,98.18,1.9,30.16601754100757,3.01,3.0,1.01,27.2,345.38,Intermediate,Hammer curls,68.56300397823878
18172,54.97,Female,86.52,1.77,29.55640713620344,2.8,2.99,2.01,27.62,336.81,Advanced,Leg extensions,60.94779654575678
18173,57.94,Female,51.96,1.79,19.80399808656188,3.01,2.97,1.0,16.22,334.37,Beginner,Leg press,41.669842594222445
18174,59.16,Male,89.02,1.62,35.0,3.61,3.03,1.99,33.92,339.02,Beginner,Overhead triceps extensions,57.863
18175,38.08,Male,122.36,1.62,35.0,2.29,4.01,2.0,46.62,380.66,Advanced,Dumbbell rows,79.534
18176,39.01,Male,58.74,1.93,16.31951414681281,3.7,3.99,1.98,15.77,333.76,Beginner,Barbell squats,49.15391739016216
18177,30.06,Female,80.01,1.62,29.14080605853924,2.5,3.98,2.0,30.49,346.7,Intermediate,Triceps pushdowns,56.69444107256276
18178,30.93,Male,48.46,1.51,26.79640340622932,2.0,1.99,1.0,21.25,165.07,Beginner,Overhead triceps extensions,35.47446290934127
18179,23.44,Female,42.24,1.58,19.63755252591488,1.81,3.03,1.01,16.92,361.64,Beginner,Leg curls,33.94509781305356
18180,49.21,Female,45.91,1.72,20.97126052076512,2.6,4.0,2.01,15.52,356.57,Beginner,Overhead triceps extensions,36.28209429491673
18181,23.2,Male,68.11,1.61,28.64127870301698,1.8,2.01,1.01,26.28,337.52,Advanced,Bicep Curls,48.60242507537513
18182,42.98,Female,42.43,1.65,21.450528294981886,2.28,2.99,1.98,15.58,341.43,Beginner,Barbell rows,33.32854084443919
18183,42.1,Female,88.03,1.93,25.153896306068148,3.51,3.97,3.0,23.63,341.68,Advanced,Close-grip bench press,65.88702508176821
18184,49.97,Male,66.98,1.75,22.63385706269701,2.71,3.0,1.0,21.87,335.2,Advanced,Russian twists,51.81984253940554
18185,47.8,Male,84.36,1.82,26.058868327827422,3.51,5.0,2.97,25.47,360.53,Intermediate,Preacher curls,62.376738678644784
18186,18.0,Female,92.12,1.74,32.42756984803397,3.11,2.02,1.0,30.43,347.02,Advanced,Chest flyes,62.24772265599111
18187,34.91,Female,97.03,1.71,31.7068264633104,2.9,3.0,2.0,33.18,280.37,Beginner,Incline dumbbell press,66.26486628264992
18188,48.13,Female,115.58,1.86,31.21623712372117,3.61,2.98,1.0,33.41,349.99,Beginner,Hammer curls,79.50027313240307
18189,22.33,Male,71.33,1.63,27.55368064041089,3.52,2.02,1.01,26.85,333.77,Intermediate,Military press,51.67595959919492
18190,28.55,Male,86.66,1.86,24.88555244956072,3.51,3.98,3.01,25.05,362.77,Intermediate,Decline dumbbell press,65.09418024721067
18191,35.73,Female,86.12,1.88,26.933978166447687,3.51,5.03,2.98,24.37,356.23,Advanced,Dumbbell rows,62.92445800305525
18192,58.9,Male,75.78,1.77,20.91239203672732,1.81,2.97,1.01,24.19,356.72,Intermediate,Barbell curls,59.932589314568034
18193,56.6,Male,122.31,1.89,33.61350802129567,3.59,2.98,1.02,34.24,364.85,Intermediate,Incline cable crossovers,81.19731833915326
18194,42.07,Female,54.67,1.72,22.354218447145264,1.58,3.02,1.0,18.48,335.01,Advanced,Leg extensions,42.44894877494568
18195,51.9,Female,47.51,1.54,22.848615255675057,1.9,3.0,1.97,20.03,362.43,Beginner,Barbell curls,36.65462289202878
18196,19.54,Female,82.31,1.99,22.42986494840168,3.51,4.97,2.98,20.78,341.71,Beginner,Decline dumbbell flyes,63.84797816097058
18197,27.48,Female,69.37,1.76,25.165505845320208,1.99,3.0,1.02,22.39,330.36,Advanced,Bird dog,51.91268859510138
18198,28.98,Male,85.31,1.72,28.75592008304341,3.49,3.99,2.99,28.84,359.63,Intermediate,Bird dog,60.77832457715567
18199,38.12,Female,76.36,1.58,33.44381446502019,2.3,2.01,1.01,30.59,351.03,Beginner,Hanging leg raises,50.82230327451059
18200,33.81,Male,60.03,1.61,25.34512379578104,2.38,4.0,2.0,23.16,338.53,Beginner,Seated cable rows,44.81532218539264
18201,33.57,Male,54.26,1.52,26.503767613695448,2.21,3.02,1.0,23.49,344.24,Intermediate,Romanian deadlifts,39.87905569280885
18202,45.88,Male,88.22,1.63,33.5086272751024,3.46,2.0,1.0,33.2,366.36,Intermediate,Dumbbell front raises,58.65868901790466
18203,28.08,Male,80.59,1.59,32.08314932049128,1.5,2.99,2.01,31.88,359.16,Intermediate,Face pulls,54.73418996261608
18204,44.0,Male,59.99,1.64,24.92648029366702,2.1,3.94,2.02,22.3,365.92,Intermediate,Preacher curls,45.03660447182916
18205,45.93,Female,63.15,1.61,25.784922584849067,2.21,4.0,2.0,24.36,366.08,Intermediate,Decline dumbbell press,46.86682138766781
18206,47.6,Female,82.36,1.84,26.68327201111387,3.38,4.03,2.01,24.33,335.59,Intermediate,Triceps pushdowns,60.38365717164662
18207,44.79,Female,89.98,1.81,24.51767183293649,3.51,4.98,3.03,27.47,355.79,Beginner,Leg curls,67.91899888472375
18208,58.04,Male,90.0,1.72,28.353074793886687,2.09,2.0,1.01,30.42,335.99,Beginner,Hyperextensions,64.48223268550198
18209,53.95,Male,47.94,1.6,18.922358009119232,2.3,3.98,2.0,18.73,338.29,Intermediate,Pull-ups,38.86862157042824
18210,40.18,Female,76.87,1.92,21.01456726047924,3.69,4.02,2.02,20.85,370.64,Advanced,Crunches,60.716102146869616
18211,49.44,Male,44.28,1.65,21.299639390496026,1.82,4.0,1.99,16.26,359.07,Advanced,Standing calf raises,34.84851967788836
18212,22.84,Female,108.49,1.92,32.671469315127574,3.48,1.99,1.0,29.43,354.31,Advanced,Barbell curls,73.0447229400181
18213,31.56,Female,77.53,1.71,24.126086487540647,1.78,3.98,2.0,26.51,354.13,Beginner,Bent-over rows,58.82504514620974
18214,34.21,Female,112.77,1.85,33.986938474140814,3.6,4.0,1.99,32.95,351.27,Intermediate,Lateral raises,74.4429294827114
18215,44.59,Male,58.07,1.7,21.04414068212205,1.99,2.97,1.0,20.09,337.96,Advanced,Triceps dips,45.84966750589173
18216,20.94,Male,80.51,1.9,23.38004813634152,3.5,4.03,2.99,22.3,355.53,Intermediate,Crunches,61.686723245431445
18217,49.63,Male,87.75,1.63,32.93146999204374,3.51,4.0,3.03,33.03,355.63,Intermediate,Leg curls,58.85263508198162
18218,38.08,Male,88.55,1.79,31.12462565146876,3.49,5.01,3.02,27.64,372.87,Advanced,Bent-over lateral raises,60.98914398562441
18219,39.33,Male,58.55,1.83,20.906479047773026,2.32,3.98,1.99,17.48,354.24,Intermediate,Crunches,46.30925651752889
18220,32.33,Male,108.44,1.8,33.362400635820514,3.49,3.01,1.02,33.47,190.05,Intermediate,Chest flyes,72.26181275051623
18221,46.65,Male,59.2,1.79,20.401524614594667,2.38,4.0,2.02,18.48,351.06,Beginner,Pull-ups,47.12229742815996
18222,51.83,Male,70.63,1.58,28.562829641619054,2.0,3.02,2.03,28.29,353.58,Advanced,Incline dumbbell flyes,50.45607342412446
18223,43.25,Male,108.97,1.73,33.05002964998597,2.21,2.01,1.01,36.41,353.18,Advanced,Wrist curl,72.95538269041027
18224,53.81,Male,67.29,1.54,29.275944630761867,1.52,3.03,1.0,28.37,342.7,Intermediate,Leg press,47.59021685796035
18225,28.13,Male,58.12,2.0,18.51969852528844,3.02,3.99,2.0,14.53,332.53,Advanced,Decline cable crossovers,47.35635121710236
18226,37.25,Male,75.5,1.82,24.25616427829341,3.21,4.01,2.0,22.79,337.71,Beginner,Crunches,57.18659596988847
18227,33.3,Male,106.89,1.6,35.0,3.28,4.01,1.99,41.75,366.41,Beginner,Wrist extension,69.4785
18228,21.78,Female,58.07,1.72,18.250393223929844,1.59,3.01,2.0,19.63,333.21,Advanced,Dumbbell rows,47.471996654863936
18229,48.81,Male,57.46,1.99,19.90690999362085,3.1,3.02,1.0,14.51,351.29,Beginner,Incline dumbbell press,46.021489517665465
18230,30.03,Female,77.74,1.77,26.359823346077384,2.61,4.01,2.03,24.81,350.79,Advanced,Wrist extension,57.24787333075944
18231,29.24,Male,55.57,1.61,21.5539259607082,2.3,3.01,1.0,21.44,366.48,Beginner,Bicycle crunches,43.592483343634456
18232,44.95,Male,63.78,1.54,26.74962001972877,2.72,3.98,3.02,26.89,368.23,Intermediate,Lateral raises,46.71909235141699
18233,50.24,Male,58.12,1.58,22.051913880348515,2.69,5.01,3.01,23.28,355.98,Intermediate,Barbell curls,45.30342765274144
18234,22.97,Male,87.02,1.91,25.206008238938264,3.5,4.99,3.01,23.85,346.3,Intermediate,Standing calf raises,65.08573163047592
18235,26.2,Male,43.58,1.6,21.53444248288404,1.99,3.0,1.0,17.02,299.72,Beginner,Hammer curl,34.195289965959134
18236,52.65,Female,52.41,1.57,23.68396979026364,2.18,3.0,1.99,21.26,330.54,Advanced,Bicycle crunches,39.99723143292282
18237,41.16,Female,65.4,1.57,25.95201080364959,2.42,4.03,2.0,26.53,332.76,Intermediate,Bent-over lateral raises,48.42738493441317
18238,18.0,Female,66.64,1.75,26.06190382441685,1.69,2.0,1.0,21.76,366.82,Advanced,Standing calf raises,49.27234729140861
18239,32.08,Female,70.57,1.62,26.982126520201657,1.81,1.99,1.0,26.89,363.88,Intermediate,Barbell hip thrusts,51.52871331469369
18240,22.94,Male,47.16,1.6,20.107739325474327,1.61,2.99,1.01,18.42,344.3,Beginner,Leg extensions,37.677190134106304
18241,33.78,Male,88.1,1.64,33.11994346375339,3.49,3.99,3.02,32.76,338.21,Intermediate,Crunches,58.92132980843326
18242,52.11,Female,73.47,1.63,23.281161183936245,3.7,3.01,1.98,27.65,330.31,Advanced,Overhead triceps extensions,56.36533087816205
18243,59.3,Female,61.11,1.73,24.315392895834684,2.5,3.02,2.0,20.42,352.24,Beginner,Cable crossovers,46.250863401355424
18244,59.15,Female,49.9,1.95,20.30346607872241,3.42,2.98,1.0,13.12,329.79,Intermediate,Hammer curl,39.76857042671752
18245,51.9,Female,70.4,1.58,31.54685046057588,2.01,3.03,1.96,28.2,351.98,Intermediate,Barbell rows,48.19101727575458
18246,26.02,Male,54.32,1.53,25.07226737230006,1.69,2.98,1.03,23.2,364.13,Beginner,Leg raises,40.70074436336661
18247,54.22,Male,125.13,1.94,30.91985401099369,2.92,2.99,2.01,33.25,355.3,Advanced,Decline dumbbell press,86.4399866760436
18248,57.19,Female,75.89,1.63,28.413969671180816,2.29,2.99,1.0,28.56,335.04,Intermediate,Hammer curls,54.32663841654088
18249,32.67,Female,102.77,1.75,35.0,2.22,3.01,2.02,33.56,365.54,Beginner,Leg press,66.8005
18250,18.87,Female,59.94,1.59,26.150831654429027,2.23,2.0,1.0,23.71,250.57,Advanced,Dumbbell curls,44.26519150633524
18251,32.07,Female,62.27,1.63,25.11430683279204,2.71,4.98,2.98,23.44,329.73,Intermediate,Face pulls,46.6313211352204
18252,27.75,Male,58.09,2.0,19.47143759719198,3.02,4.01,2.0,14.52,332.83,Advanced,Barbell hip thrusts,46.77904189979118
18253,21.89,Female,88.33,1.62,32.97340753952209,3.52,5.01,3.01,33.66,350.24,Beginner,Lateral raises,59.20458912034013
18254,52.02,Male,65.38,1.51,27.907250438962564,2.68,3.99,3.04,28.67,361.09,Intermediate,Donkey kicks,47.13423966300628
18255,44.8,Female,79.11,1.95,22.1035982457764,2.8,3.02,2.01,20.8,350.06,Beginner,Fat grip dumbbell curl,61.623843427766296
18256,40.51,Female,94.84,1.62,32.8117102826009,3.11,4.01,2.02,36.14,345.31,Advanced,Incline cable crossovers,63.72137396798131
18257,31.89,Female,62.36,1.63,23.556192865778204,2.71,5.02,2.99,23.47,330.13,Advanced,Skull crushers,47.67035812890071
18258,50.85,Male,57.71,1.77,20.430621876191164,2.09,4.0,1.97,18.42,345.44,Intermediate,Leg extensions,45.91948811525008
18259,38.07,Female,61.09,1.98,16.311807140573524,2.78,2.96,1.0,15.58,337.43,Advanced,Preacher curls,51.12511701782364
